URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_29.html,2025.3.20250714,active,"1.2.840.10008.6.1.19",AcquisitionModality,,"Transitive closure of CID 29 AcquisitionModality","StructureDefinition/fr-imaging-study-examen-imagerie-dicom","DICOM"
http://hl7.org/fhir/ValueSet/servicerequest-orderdetail,4.0.1,draft,"2.16.840.1.113883.4.642.3.435",ServiceRequestOrderDetailsCodes,Service Request Order Details Codes,"An example value set of Codified order entry details concepts.  These concepts only make sense in the context of what is being ordered.  This example is for a patient ventilation order","StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi","SCT"
http://hl7.org/fhir/ValueSet/specimen-collection-method,4.0.1,draft,"2.16.840.1.113883.4.642.3.468",FHIRSpecimenCollectionMethod,FHIR Specimen Collection Method," This example value set defines a set of codes that can be used to indicate the method by which a specimen was collected.","StructureDefinition/fr-specimen","SCT"
http://hl7.org/fhir/ValueSet/specimen-container-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.470",SpecimenContainerType,Specimen Container Type,"Checks on the patient prior specimen collection. All SNOMED CT concepts descendants of 706041008 |Device for body fluid and tissue collection/transfer/processing (physical object)|","StructureDefinition/fr-specimen","SCT"
http://hl7.org/fhir/ValueSet/specimen-processing-procedure,4.0.1,draft,"2.16.840.1.113883.4.642.3.469",SpecimenProcessingProcedure,Specimen processing procedure,"The technique that is used to perform the process or preserve the specimen.","StructureDefinition/fr-specimen","THO (V2)"
http://hl7.org/fhir/ValueSet/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.471",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","StructureDefinition/fr-specimen","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/substance-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.473",SubstanceCode,Substance Code,"This value set contains concept codes for specific substances. It includes codes from [SNOMED](http://snomed.info/sct) where concept is-a 105590001 (Substance (substance)) and where concept is-a 373873005 (Pharmaceutical / biologic product (product))","StructureDefinition/fr-allergie-intolerance","SCT"
http://hl7.org/fhir/ValueSet/timing-abbreviation,4.0.1,draft,"2.16.840.1.113883.4.642.3.78",TimingAbbreviation,TimingAbbreviation,"Code for a known / defined timing pattern.","StructureDefinition/fr-medication-request-document,StructureDefinition/fr-device-request-medicaldevice","THO (V3)"
http://hl7.org/fhir/ValueSet/ucum-vitals-common,4.0.1,draft,"2.16.840.1.113883.4.642.3.955",VitalSignsUnits,Vital Signs Units,"Common UCUM units for recording Vital Signs","StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-signes-vital-Observe-document","UCUM"
http://hl7.org/fhir/ValueSet/udi-entry-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.211",UDIEntryType,UDIEntryType,"Codes to identify how UDI data was entered.","StructureDefinition/fr-device-document","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/units-of-time,4.0.1,active,"2.16.840.1.113883.4.642.3.77",UnitsOfTime,UnitsOfTime,"A unit of time (units from UCUM).","StructureDefinition/fr-medication-request-document,StructureDefinition/fr-device-request-medicaldevice","UCUM"
http://hl7.org/fhir/ValueSet/vaccine-code,4.0.1,active,"2.16.840.1.113883.3.88.12.80.22",VaccineAdministeredValueSet,Vaccine Administered Value Set,"This identifies the vaccine substance administered - CVX codes.","StructureDefinition/fr-vaccin-recommande-document","hl7.terminology.r4,Other"
http://terminology.hl7.org/ValueSet/v2-0092,2.0.0,active,"2.16.840.1.113883.21.40",Hl7VSReAdmissionIndicator,hl7VS-re-admissionIndicator,"Value Set of codes which are used to specify that a patient is being re-admitted to a healthcare facility from which they were discharged, and indicates the circumstances around such re-admission.","StructureDefinition/fr-encounter-evenement-document,StructureDefinition/fr-encounter-document,StructureDefinition/fr-encounter","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0116,2.0.0,active,"2.16.840.1.113883.21.51",Hl7VSBedStatus,hl7VS-bedStatus,"Value Set of codes that specify the state of a bed in an inpatient setting, and is used to determine if a patient may be assigned to it or not.","StructureDefinition/fr-location-document","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0371,2.0.0,active,"2.16.840.1.113883.21.245",Hl7VSAdditivePreservative,hl7VS-additivePreservative,"Concepts specifying any additive introduced to the specimen before or at the time of collection.  These additives may be introduced in order to preserve, maintain or enhance the particular nature or component of the specimen.  Used in Version 2 messaging in the SPM segment.","StructureDefinition/fr-specimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0493,2.0.0,active,"2.16.840.1.113883.21.333",Hl7VSSpecimenCondition,hl7VS-specimenCondition,"Concepts of modes or states of being that describe the nature of a specimen.  Used in Version 2 messaging in the SPM segment.","StructureDefinition/fr-specimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0916,2.0.0,active,"2.16.840.1.113883.21.440",Hl7VSRelevantClincialInformation,hl7VS-relevantClincialInformation,"Value Set of codes that specify additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies.","StructureDefinition/fr-specimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-2.7-0360,0360,active,,v2.0360.2.7,v2 table 0360, Version 2.7,"FHIR Value set/code system definition for HL7 v2 table 0360 ver 2.9 ( Degree/License/Certificate)","StructureDefinition/fr-practitioner-document","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-ActClassClinicalDocument,3.0.0,active,"2.16.840.1.113883.1.11.13948",ActClassClinicalDocument,ActClassClinicalDocument,"A clinical document is a documentation of clinical observations and services, with the following characteristics: (1) Persistence - A clinical document continues to exist in an unaltered state, for a time period defined by local and regulatory requirements; (2) Stewardship - A clinical document is maintained by a person or organization entrusted with its care; (3) Potential for authentication - A clinical document is an assemblage of information that is intended to be legally authenticated; (4) Wholeness - Authentication of a clinical document applies to the whole and does not apply to portions of the document without the full context of the document; (5) Human readability - A clinical document is human readable.""","StructureDefinition/fr-core-parent-document","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActCode,3.0.0,active,,ActCode,v3 Code System ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","StructureDefinition/fr-references-externes-document,StructureDefinition/fr-core-order,StructureDefinition/fr-composition-document,StructureDefinition/fr-core-authorization,StructureDefinition/fr-document-reference","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActEncounterCode,3.0.0,active,"2.16.840.1.113883.1.11.13955",ActEncounterCode,ActEncounterCode,"Domain provides codes that qualify the ActEncounterClass (ENC)","StructureDefinition/fr-encounter-evenement-document,StructureDefinition/fr-encounter-document,StructureDefinition/fr-encounter","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType,3.0.0,active,"2.16.840.1.113883.1.11.16208",ActPharmacySupplyType,ActPharmacySupplyType,"Identifies types of dispensing events","StructureDefinition/fr-medication-dispense-document","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActPriority,3.0.0,active,"2.16.840.1.113883.1.11.16866",ActPriority,ActPriority,"A code or set of codes (e.g., for routine, emergency,) specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.    *Discussion:* This attribute is used in orders to indicate the ordered priority, and in event documentation it indicates the actual priority used to perform the act. In definition mood it indicates the available priorities.","StructureDefinition/fr-encounter-evenement-document,StructureDefinition/fr-core-order,StructureDefinition/fr-encounter-document,StructureDefinition/fr-encounter","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActRelationshipAuthorizedBy,3.0.0,active,"2.16.840.1.113883.1.11.19965",ActRelationshipAuthorizedBy,ActRelationshipAuthorizedBy,"A relationship in which the target act authorizes or certifies the source act.","StructureDefinition/fr-core-authorization","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActRelationshipFulfills,2.0.0,active,"2.16.840.1.113883.1.11.10342",ActRelationshipFulfills,ActRelationshipFulfills,"The source act fulfills (in whole or in part) the target act. Source act must be in a mood equal or more actual than the target act.","StructureDefinition/fr-core-inFulfillment-of","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasComponent,3.0.0,active,"2.16.840.1.113883.1.11.10318",ActRelationshipHasComponent,ActRelationshipHasComponent,"A collection of sub-services as steps or subtasks performed for the source service. Services may be performed sequentially or concurrently.","StructureDefinition/fr-core-component-of","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActStatus,3.0.0,active,"2.16.840.1.113883.1.11.15933",ActStatus,ActStatus,"Contains the names (codes) for each of the states in the state-machine of the RIM Act class.","StructureDefinition/fr-core-clinical-document,StructureDefinition/fr-core-authorization","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/fr-medication-request-document,StructureDefinition/fr-medication-dispense-document","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/fr-composition-document","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-EntityClassDevice,3.0.0,active,"2.16.840.1.113883.1.11.11623",EntityClassDevice,EntityClassDevice,"A subtype of ManufacturedMaterial used in an activity, without being substantially changed through that activity. The kind of device is identified by the code attribute inherited from Entity.    *Usage:* This includes durable (reusable) medical equipment as well as disposable equipment.","StructureDefinition/fr-core-authoring-device","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-EntityClassLivingSubject,3.0.0,active,"2.16.840.1.113883.1.11.10884",EntityClassLivingSubject,EntityClassLivingSubject,"Anything that essentially has the property of life, independent of current state (a dead human corpse is still essentially a living subject.)","StructureDefinition/fr-core-person,StructureDefinition/fr-core-patient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-EntityClassOrganization,3.0.0,active,"2.16.840.1.113883.1.11.10889",EntityClassOrganization,EntityClassOrganization,"A social or legal structure formed by human beings.","StructureDefinition/fr-core-represented-organization,StructureDefinition/fr-core-represented-custodian-organization,StructureDefinition/fr-core-intended-recipient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-EntityDeterminer,3.0.0,active,"2.16.840.1.113883.1.11.10878",EntityDeterminer,EntityDeterminer,"EntityDeterminer in natural language grammar is the class of words that comprises articles, demonstrative pronouns, and quantifiers. In the RIM, determiner is a structural code in the Entity class to distinguish whether any given Entity object stands for some, any one, or a specific thing.","StructureDefinition/fr-core-person,StructureDefinition/fr-core-represented-organization,StructureDefinition/fr-core-represented-custodian-organization,StructureDefinition/fr-core-authoring-device,StructureDefinition/fr-core-patient,StructureDefinition/fr-core-intended-recipient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-Ethnicity,3.0.0,active,"2.16.840.1.113883.1.11.15836",Ethnicity,Ethnicity,"In the United States, federal standards for classifying data on ethnicity determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define ethnicity, and they recognize the absence of an anthropological or scientific basis for ethnicity classification. Instead, the federal standards acknowledge that ethnicity is a social-political construct in which an individual's own identification with a particular ethnicity is preferred to observer identification. The standards specify two minimum ethnicity categories: Hispanic or Latino, and Not Hispanic or Latino. The standards define a Hispanic or Latino as a person of ""Mexican, Puerto Rican, Cuban, South or Central America, or other Spanish culture or origin, regardless of race."" The standards stipulate that ethnicity data need not be limited to the two minimum categories, but any expansion must be collapsible to those categories. In addition, the standards stipulate that an individual can be Hispanic or Latino or can be Not Hispanic or Latino, but cannot be both.","StructureDefinition/fr-core-patient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ManufacturerModelNameExample,2.0.0,active,"2.16.840.1.113883.11.21014",ManufacturerModelNameExample,Manufacturer Model Name Example,"An example value set representing the ManufacturerModelName concept domain used  to convey a coded name for the software used to author content.","StructureDefinition/fr-core-authoring-device","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-MaritalStatus,3.0.0,active,"2.16.840.1.113883.1.11.12212",MaritalStatus,MaritalStatus,"The domestic partnership status of a person.    *Example:*Married, separated, divorced, widowed, common-law marriage.","StructureDefinition/fr-core-patient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-OrganizationIndustryClassNAICS,3.0.0,active,"2.16.840.1.113883.1.11.19298",OrganizationIndustryClassNAICS,OrganizationIndustryClassNAICS,"***No description***","StructureDefinition/fr-core-represented-organization,StructureDefinition/fr-core-intended-recipient","THO"
http://terminology.hl7.org/ValueSet/v3-ParticipationFunction,3.0.0,active,"2.16.840.1.113883.1.11.10267",ParticipationFunction,ParticipationFunction,"This code is used to specify the exact function an actor had in a service in all necessary detail. This domain may include local extensions (CWE).","StructureDefinition/fr-composition-document","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ParticipationTargetLocation,3.0.0,active,"2.16.840.1.113883.1.11.10302",ParticipationTargetLocation,ParticipationTargetLocation,"The facility where the service is done. May be a static building (or room therein) or a moving location (e.g., ambulance, helicopter, aircraft, train, truck, ship, etc.)","StructureDefinition/fr-core-encompassing-encounter","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-PurposeOfUse,3.1.0,active,"2.16.840.1.113883.1.11.20448",PurposeOfUse,PurposeOfUse,"Supports communication of purpose of use at a general level.","StructureDefinition/fr-directive-anticipee","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-Race,3.0.0,active,"2.16.840.1.113883.1.11.14914",Race,Race,"In the United States, federal standards for classifying data on race determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define race, and they recognize the absence of an anthropological or scientific basis for racial classification. Instead, the federal standards acknowledge that race is a social-political construct in which an individual's own identification with one more race categories is preferred to observer identification. The standards use a variety of features to define five minimum race categories. Among these features are descent from ""the original peoples"" of a specified region or nation. The minimum race categories are American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, and White. The federal standards stipulate that race data need not be limited to the five minimum categories, but any expansion must be collapsible to those categories.","StructureDefinition/fr-core-patient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ReligiousAffiliation,3.0.0,active,"2.16.840.1.113883.1.11.19185",ReligiousAffiliation,ReligiousAffiliation,"Assigment of spiritual faith affiliation","StructureDefinition/fr-core-patient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-RoleClassAssignedEntity,3.0.0,active,"2.16.840.1.113883.1.11.11595",RoleClassAssignedEntity,RoleClassAssignedEntity,"An agent role in which the agent is an Entity acting in the employ of an organization. The focus is on functional role on behalf of the organization, unlike the Employee role where the focus is on the 'Human Resources' relationship between the employee and the organization.","StructureDefinition/fr-core-assigned-custodian,StructureDefinition/fr-core-assigned-entity,StructureDefinition/fr-core-service-event,StructureDefinition/fr-core-performer,StructureDefinition/fr-core-assigned-author,StructureDefinition/fr-core-legal-authenticator","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-RoleClassRelationshipFormal,3.0.0,active,"2.16.840.1.113883.1.11.10416",RoleClassRelationshipFormal,RoleClassRelationshipFormal,"A relationship between two entities that is formally recognized, frequently by a contract or similar agreement.","StructureDefinition/fr-core-patient-role","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-RoleClassServiceDeliveryLocation,3.0.0,active,"2.16.840.1.113883.1.11.16927",RoleClassServiceDeliveryLocation,RoleClassServiceDeliveryLocation,"A role played by a place at which services may be provided.","StructureDefinition/fr-core-health-care-facility","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,3.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SoftwareNameExample,2.0.0,active,"2.16.840.1.113883.11.21015",SoftwareNameExample,Software Name Example,"An example value set representing the SoftwareName concept domain used to convey a coded name for a device..","StructureDefinition/fr-core-authoring-device","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/fr-medication-request-document,StructureDefinition/fr-medication-dispense-document","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-USEncounterDischargeDisposition,3.0.0,active,"2.16.840.1.113883.1.11.19453",USEncounterDischargeDisposition,USEncounterDischargeDisposition,"***No description***","StructureDefinition/fr-core-encompassing-encounter","THO"
http://terminology.hl7.org/ValueSet/v3-xActRelationshipDocument,3.0.0,active,"2.16.840.1.113883.1.11.11610",XActRelationshipDocument,x_ActRelationshipDocument,"Used to enumerate the relationships between two clinical documents for document management.","StructureDefinition/fr-core-related-document","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-xInformationRecipient,2.0.0,active,"2.16.840.1.113883.1.11.19366",XInformationRecipient,x_InformationRecipient,"Used to represent participant(s) who should receive a copy of a document.","StructureDefinition/fr-core-information-recipient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-xServiceEventPerformer,3.0.0,active,"2.16.840.1.113883.1.11.19601",XServiceEventPerformer,x_ServiceEventPerformer,"Clones using this x\_domain should have a name ""performer"".","StructureDefinition/fr-core-service-event,StructureDefinition/fr-core-performer","THO (V3)"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-discharge-disposition,2.1.0,active,,FRCoreValueSetEncounterDischargeDisposition,FR Core ValueSet Encounter discharge disposition,"This value set defines a set of codes that can be used to where the patient left the hospital | Circonstances de sortie de l'hôpital.","StructureDefinition/fr-encounter-document","hl7.fhir.fr.core,THO"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-identifier-type,2.1.0,active,,FRCoreValueSetEncounterIdentifierType,FR Core ValueSet Encounter identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (Encounters).","StructureDefinition/fr-encounter-document","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-type,2.1.0,active,,FRCoreValueSetEncounterType,FR Core ValueSet Encounter type,"A coded type for an encounter | Jeu de valeurs des types de rencontre.","StructureDefinition/fr-encounter-document","THO (V2),hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-identifier-type,2.1.0,active,,FRCoreValueSetLocationIdentifierType,FR Core ValueSet Location identifier type,"A coded type for a location | Jeu de valeurs des types d'identifiant de lieu.","StructureDefinition/fr-location-document","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-physical-type,2.1.0,active,,FRCoreValueSetLocationPhysicalType,FR Core ValueSet Location physical type,"French location physical type | Types de lieux physiques pour la France","StructureDefinition/fr-encounter-document,StructureDefinition/fr-location-document","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-type,2.1.0,active,,FRCoreValueSetLocationType,FR Core ValueSet Location type,"A role for a location | Jeu de valeurs du rôle joué par un lieu","StructureDefinition/fr-location-document","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-marital-status,2.1.0,active,,FRCoreValueSetMaritalStatus,FR Core ValueSet Patient gender INS ValueSet,"Patient Gender for INS : male | female | unknown","StructureDefinition/fr-patient-ins-document,StructureDefinition/fr-patient-document","THO (V3),hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-organization-type,2.1.0,active,,FRCoreValueSetOrganizationType,FR Core ValueSet Organization type,"Organization types | Types de structures","StructureDefinition/fr-organization-document","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-patient-contact-role,2.1.0,active,,FRCoreValueSetPatientContactRole,FR Core ValueSet Patient contact role,"ValueSet patient contact role","StructureDefinition/fr-related-person-document,StructureDefinition/fr-patient-document","THO (V2),ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-patient-gender-INS,2.1.0,active,,FRCoreValueSetPatientGenderINS,FR Core ValueSet Patient gender INS ValueSet,"Patient Gender for INS : male | female | unknown","StructureDefinition/fr-patient-ins-document","hl7.fhir.r4.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-patient-identifier-type,2.1.0,active,,FRCoreValueSetPatientIdentifierType,FR Core ValueSet Patient identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (identification of a patient).","StructureDefinition/fr-patient-document","THO (V2),hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-practitioner-role-exercice,2.1.0,active,,FRCoreValueSetPractitionerRoleExercice,FR Core ValueSet PractitionerRole Exercice,"The exercice(s) of the practitioner.","StructureDefinition/fr-practitionerRole-document","ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-practitioner-specialty,2.1.0,active,,FRCoreValueSetPractitionerSpecialty,FR Core ValueSet Practitioner specialty,"The modalities of exercice of the practitioner, registered by an official organization for a period of time.","StructureDefinition/fr-practitionerRole-document","ans.fr.nos"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-relation-type,2.1.0,active,,FRCoreValueSetPatientRelationType,FR Core ValueSet relation type,"ValueSet relation type","StructureDefinition/fr-patient-document","ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-actor-type,0.1.0,draft,,FrValueSetActorType,ValueSet - Types d'acteurs,"Jeu de valeurs pour les types d'acteurs.","StructureDefinition/fr-en-rapport-avec-accident-travail,StructureDefinition/fr-batterie-examen-et-surveillance-prenataux,StructureDefinition/fr-observation-statut-document,StructureDefinition/fr-observation-resultat-document,StructureDefinition/fr-observation-recherche-micro-organismes,StructureDefinition/fr-acte,StructureDefinition/fr-batterie-examen-biologie-medicale,StructureDefinition/fr-non-remboursable,StructureDefinition/fr-procedurede-transport-patient,StructureDefinition/fr-observation-contexte,StructureDefinition/fr-hors-nomenclature,StructureDefinition/fr-en-rapport-avec-la-prevention,StructureDefinition/fr-observation-renouvellement,StructureDefinition/fr-en-rapport-avec-ald,StructureDefinition/fr-observation-difficulte,StructureDefinition/fr-media-image-illustrative,StructureDefinition/fr-signes-vitaux-document,StructureDefinition/fr-procedure-technique-imagerie-dicom,StructureDefinition/fr-vaccination-document,StructureDefinition/fr-actor-extension,StructureDefinition/fr-medication-request-document,StructureDefinition/fr-encounter-evenement-document,StructureDefinition/fr-condition,StructureDefinition/fr-administration-de-derives-du-sang,StructureDefinition/fr-service-request-demande-d-examen-ou-de-suivi,StructureDefinition/fr-observation-transfusion-de-produits-sanguins,StructureDefinition/fr-encounter,StructureDefinition/fr-observation-statut,StructureDefinition/fr-observation-modalite-sortie,StructureDefinition/fr-procedure-exposition-patient-dicom,StructureDefinition/fr-resultats-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-device-request-medicaldevice,StructureDefinition/fr-device-use-statement-medicaldevice,StructureDefinition/fr-procedure-transport-Professionnel,StructureDefinition/fr-observation-isolat-microbiologique,StructureDefinition/fr-observation-synthese-medicale-sejour-document,StructureDefinition/fr-observation-evaluation,StructureDefinition/fr-signes-vital-Observe-document,StructureDefinition/fr-observation-modalite-entree,StructureDefinition/fr-accidents-transfusionnels,StructureDefinition/fr-family-member-history","THO (V3)"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-body-site,0.1.0,draft,,FrValueSetBodySite,Body Site SNOMED CT,"ValueSet pour les localisations anatomiques","StructureDefinition/fr-body-site-extension","SCT"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-code-produit,0.1.0,draft,,FrValueSetCodeProduit,Fr ValueSet Codes ATC ou CIS pour les vaccins,"Ce jeu de valeurs contient les systèmes ATC et CIS (ANSM) utilisés pour coder les vaccins.","StructureDefinition/fr-vaccination-document,StructureDefinition/fr-vaccin-recommande-document","Other"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-medication-administration-category,0.1.0,draft,,FrValueSetMedicationAdministrationCategory,Fr ValueSet Catégories de médicament (actes ou absence),"Combinaison des JDVs pour acte ou situation et absence de médicament","StructureDefinition/fr-medication-administration-document,StructureDefinition/fr-medication-statement-document",
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-participation-type,0.1.0,draft,,FRValueSetParticipationType,FR ValueSet Participation Type,"Type de participation : destinataire","StructureDefinition/fr-composition-document","THO (V3)"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-role-prise-charge,0.1.0,draft,,FRValueSetRolePriseCharge,Fr ValueSet RolePriseCharge,"Pour les professions 41 (Assistant de service social) et 99 (Acteur caractérisé par son rôle).","StructureDefinition/fr-practitioner-document","ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-savoir-faire-profession-chirurgien-dentiste,0.1.0,draft,,FRValueSetSavoirFaireProfessionChirurgienDentiste,Fr ValueSet Savoir-faire Profession Chirurgien-Dentiste,"Savoir-faire pour la profession 40 (Chirurgien-Dentiste)","StructureDefinition/fr-practitioner-document","ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-savoir-faire-profession-infirmier,0.1.0,draft,,FRValueSetSavoirFaireProfessionInfirmier,Fr ValueSet Savoir-faire Profession Infirmier,"Savoir-faire pour la profession 60 (Infirmier)","StructureDefinition/fr-practitioner-document","ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-savoir-faire-profession-pharmacien,0.1.0,draft,,FRValueSetSavoirFaireProfessionPharmacien,Fr ValueSet Savoir-faire Profession Pharmacien,"Savoir-faire pour la profession 21 (Pharmacien)","StructureDefinition/fr-practitioner-document","ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-resultat,0.1.0,draft,,FrValueSetTypeResultat,Fr ValueSet Type Resultat,"ValueSet contenant les codes LOINC autorisés pour les types de résultats","StructureDefinition/fr-diagnostic-report-document","LOINC"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-savoir-faire-profession-chirurgien-dentiste,0.1.0,draft,,FRValueSetTypeSavoirFaireProfessionChirurgienDentiste,Fr ValueSet Type Savoir-faire Profession Chirurgien-Dentiste,"Type Savoir-faire pour la profession 40 (Chirurgien-Dentiste)","StructureDefinition/fr-practitioner-document","ans.fr.nos"
https://interop.esante.gouv.fr/ig/document/core/ValueSet/fr-doc-vs-type-savoir-faire-profession-infirmier,0.1.0,draft,,FRValueSetTypeSavoirFaireProfessionInfirmier,Fr ValueSet Type Savoir-faire Profession Infirmier,"Type Savoir-faire pour la profession 60 (Infirmier)","StructureDefinition/fr-practitioner-document","ans.fr.nos"
